disease,drug
Aspiration Pneumonia,piperacillin AND tazobactam
Aspiration Pneumonia,ampicillin AND sulbactam
Aspiration Pneumonia,cefoxitin
Aspiration Pneumonia,cilastatin AND imipenem
Aspiration Pneumonia,prednisone
Aspiration Pneumonia,clindamycin
Aspiration Pneumonia,amoxicillin AND clavulanate
Aspiration Pneumonia,metronidazole
Aspiration Pneumonia,dexamethasone
Aspiration Pneumonia,lansoprazole
Aspiration Pneumonia,piperacillin AND tazobactam
Aspiration Pneumonia,ampicillin AND sulbactam
Aspiration Pneumonia,cefoxitin
Aspiration Pneumonia,cilastatin AND imipenem
Asthma,montelukast
Asthma,prednisone
Asthma,ipratropium
Asthma,flunisolide
Asthma,methylprednisolone
Asthma,dexamethasone
Asthma,formoterol AND mometasone
Asthma,triamcinolone
Asthma,fluticasone AND vilanterol
Asthma,levalbuterol
Asthma,ciclesonide
acute Asthma,albuterol
acute Asthma,prednisolone
acute Asthma,methylprednisolone
acute Asthma,epinephrine
acute Asthma,hydrocortisone
acute Asthma,theophylline
acute Asthma,dexamethasone
acute Asthma,levalbuterol
acute Asthma,terbutaline
acute Asthma,albuterol
acute Asthma,prednisolone
acute Asthma,methylprednisolone
acute Asthma,epinephrine
acute Asthma,hydrocortisone
acute Asthma,theophylline
acute Asthma,dexamethasone
acute Asthma,levalbuterol
acute Asthma,terbutaline
Atherosclerosis,rosuvastatin
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone AND clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Atopic Dermatitis,triamcinolone
Atopic Dermatitis,clobetasol
Atopic Dermatitis,betamethasone
Atopic Dermatitis,fluocinonide
Atopic Dermatitis,hydrocortisone
Atopic Dermatitis,tacrolimus
Atopic Dermatitis,prednisone
Atopic Dermatitis,mometasone
Atopic Dermatitis,desonide
Atopic Dermatitis,fluocinolone
Atopic Dermatitis,desoximetasone
Atopic Dermatitis,fluticasone
Atopic Dermatitis,methylprednisolone
Atopic Dermatitis,dexamethasone
Atopic Dermatitis,azathioprine
Eczema,triamcinolone
Eczema,mometasone
Eczema,hydrocortisone
Eczema,clobetasol
Eczema,desonide
Eczema,prednisone
Eczema,fluocinonide
Eczema,ranitidine
Eczema,desoximetasone
Eczema,methotrexate
Eczema,halobetasol
Eczema,pimecrolimus
Eczema,dexamethasone
Eczema,fluocinolone
Eczema,alclometasone
Eczema,azathioprine
Atrial Fibrillation,digoxin
Atrial Fibrillation,metoprolol
Atrial Fibrillation,diltiazem
Atrial Fibrillation,flecainide
Atrial Fibrillation,sotalol
Atrial Fibrillation,carvedilol
Atrial Fibrillation,propafenone
Atrial Fibrillation,rivaroxaban
Atrial Fibrillation,dronedarone
Atrial Fibrillation,clonidine
Atrial Fibrillation,propranolol
Atrophic Vaginitis,estradiol
Atrophic Vaginitis,estradiol
Atrophic Vaginitis,conjugated estrogens
Atrophic Vaginitis,conjugated estrogens
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
Alcoholism,gabapentin enacarbil
Auditory Processing Disorder,dexmethylphenidate
Auditory Processing Disorder,dexmethylphenidate
Auditory Processing Disorder,dexmethylphenidate
Autism,risperidone
Autism,aripiprazole
Autism,venlafaxine
Autism,ziprasidone
Autism,memantine
Autism,paliperidone
Autism,bumetanide
Autism,risperidone
Autism,aripiprazole
Autism,venlafaxine
Autism,ziprasidone
Autism,memantine
Autism,paliperidone
Autism,bumetanide
Autism,risperidone
Autism,aripiprazole
Autism,venlafaxine
Autism,ziprasidone
Autism,memantine
Autism,paliperidone
Autism,bumetanide
Polycystic Kidney Disease,enalapril
Polycystic Kidney Disease,lisinopril
Polycystic Kidney Disease,captopril
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
Avian Influenza,oseltamivir
Avian Influenza,"influenza virus vaccine, h5n1"
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Bacterial Conjunctivitis,erythromycin
Bacterial Conjunctivitis,tobramycin
Bacterial Conjunctivitis,ciprofloxacin
Bacterial Conjunctivitis,gentamicin
Bacterial Conjunctivitis,polymyxin b AND trimethoprim
Bacterial Conjunctivitis,ofloxacin
Bacterial Conjunctivitis,moxifloxacin
Bacterial Conjunctivitis,dexamethasone AND tobramycin
Bacterial Conjunctivitis,azithromycin
Bacterial Conjunctivitis,bacitracin
Bacterial Conjunctivitis,dexamethasone AND neomycin AND polymyxin b
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Bacterial Conjunctivitis,erythromycin
Bacterial Conjunctivitis,tobramycin
Bacterial Conjunctivitis,ciprofloxacin
Bacterial Conjunctivitis,gentamicin
Bacterial Conjunctivitis,polymyxin b AND trimethoprim
Bacterial Conjunctivitis,ofloxacin
Bacterial Conjunctivitis,moxifloxacin
Bacterial Conjunctivitis,dexamethasone AND tobramycin
Bacterial Conjunctivitis,azithromycin
Bacterial Conjunctivitis,bacitracin
Bacterial Conjunctivitis,dexamethasone AND neomycin AND polymyxin b
Bacterial Skin Infection,sulfamethoxazole AND trimethoprim
Bacterial Skin Infection,bacitracin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b
Bacterial Skin Infection,benzalkonium chloride AND lidocaine
Bacterial Skin Infection,bacitracin AND polymyxin b
Bacterial Skin Infection,hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,bacitracin AND hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,fluocinolone AND neomycin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b AND pramoxine
Bacterial Skin Infection,neomycin AND polymyxin b AND pramoxine
Bacterial Vaginitis,metronidazole
Bacterial Vaginitis,clindamycin
Bacterial Vaginitis,metronidazole
Bacterial Vaginitis,clindamycin
Bacterial Vaginitis,metronidazole
Bacterial Vaginitis,clindamycin
Bacterial Vaginitis,metronidazole
Bacterial Vaginitis,clindamycin
Vertigo,meclizine
Vertigo,promethazine
Alopecia,spironolactone
Alopecia,minoxidil
Alopecia,triamcinolone
Alopecia,sulfasalazine
Alopecia,spironolactone
Alopecia,minoxidil
Alopecia,triamcinolone
Alopecia,sulfasalazine
Alopecia,spironolactone
Alopecia,minoxidil
Alopecia,triamcinolone
Alopecia,sulfasalazine
Androgenetic Alopecia,finasteride
Androgenetic Alopecia,ketoconazole
Tinea Barbae,griseofulvin
Mitral Valve Prolapse,atenolol
Mitral Valve Prolapse,metoprolol
Mitral Valve Prolapse,propranolol
Mitral Valve Prolapse,bisoprolol
Mitral Valve Prolapse,nebivolol
Mitral Valve Prolapse,nadolol
Mitral Valve Prolapse,labetalol
Bartonellosis,rifampin
Bartonellosis,doxycycline
Bartonellosis,azithromycin
Bartonellosis,minocycline
Bartonellosis,erythromycin
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Migraine,sumatriptan
Migraine,rizatriptan
Migraine,gabapentin
Migraine,aspirin AND butalbital AND caffeine
Migraine,cyclobenzaprine
Migraine,diclofenac
Migraine,naratriptan
Migraine,almotriptan
Migraine,zolmitriptan
Migraine,eletriptan
Migraine,sumatriptan
Migraine,rizatriptan
Migraine,gabapentin
Migraine,aspirin AND butalbital AND caffeine
Migraine,cyclobenzaprine
Migraine,diclofenac
Migraine,naratriptan
Migraine,almotriptan
Migraine,zolmitriptan
Migraine,eletriptan
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Tinea Barbae,griseofulvin
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Enuresis,imipramine
Enuresis,belladonna
Bejel,penicillin g benzathine
Gas,simethicone
Gas,aluminum hydroxide AND magnesium hydroxide AND simethicone
Bejel,penicillin g benzathine
Muscle Twitching ,baclofen
Pseudotumor Cerebri,acetazolamide
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Vertigo,meclizine
Vertigo,promethazine
Benign Prostatic Hyperplasia,tamsulosin
Benign Prostatic Hyperplasia,finasteride
Benign Prostatic Hyperplasia,doxazosin
Benign Prostatic Hyperplasia,terazosin
Benign Prostatic Hyperplasia,alfuzosin
Benign Prostatic Hyperplasia,tadalafil
Benign Prostatic Hyperplasia,dutasteride
Benign Prostatic Hyperplasia,prazosin
Benign Prostatic Hyperplasia,silodosin
Benign Prostatic Hyperplasia,dutasteride AND tamsulosin
Benign Prostatic Hyperplasia,tamsulosin
Benign Prostatic Hyperplasia,finasteride
Benign Prostatic Hyperplasia,doxazosin
Benign Prostatic Hyperplasia,terazosin
Benign Prostatic Hyperplasia,alfuzosin
Benign Prostatic Hyperplasia,tadalafil
Benign Prostatic Hyperplasia,dutasteride
Benign Prostatic Hyperplasia,prazosin
Benign Prostatic Hyperplasia,silodosin
Benign Prostatic Hyperplasia,dutasteride AND tamsulosin
Benign Prostatic Hyperplasia,tamsulosin
Benign Prostatic Hyperplasia,finasteride
Benign Prostatic Hyperplasia,doxazosin
Benign Prostatic Hyperplasia,terazosin
Benign Prostatic Hyperplasia,alfuzosin
Benign Prostatic Hyperplasia,tadalafil
Benign Prostatic Hyperplasia,dutasteride
Benign Prostatic Hyperplasia,prazosin
Benign Prostatic Hyperplasia,silodosin
Benign Prostatic Hyperplasia,dutasteride AND tamsulosin
IgA Nephropathy,cyclophosphamide
Berylliosis,prednisone
Berylliosis,triamcinolone
Berylliosis,cortisone
Berylliosis,prednisone
Berylliosis,triamcinolone
Berylliosis,cortisone
Muscle Twitching ,baclofen
Neurofibromatosis,bevacizumab
Primary Biliary Cholangitis,ursodiol
Primary Biliary Cholangitis,colchicine
Primary Biliary Cholangitis,azathioprine
Primary Biliary Cholangitis,obeticholic acid
Primary Biliary Cholangitis,ursodiol
Primary Biliary Cholangitis,colchicine
Primary Biliary Cholangitis,azathioprine
Primary Biliary Cholangitis,obeticholic acid
Mitral Valve Prolapse,atenolol
Mitral Valve Prolapse,metoprolol
Mitral Valve Prolapse,propranolol
Mitral Valve Prolapse,bisoprolol
Mitral Valve Prolapse,nebivolol
Mitral Valve Prolapse,nadolol
Mitral Valve Prolapse,labetalol
Bipolar Disorder,lamotrigine
Bipolar Disorder,lithium
Bipolar Disorder,quetiapine
Bipolar Disorder,gabapentin
Bipolar Disorder,clonazepam
Bipolar Disorder,divalproex sodium
Bipolar Disorder,bupropion
Bipolar Disorder,oxcarbazepine
Bipolar Disorder,risperidone
Bipolar Disorder,sertraline
Bipolar Disorder,aripiprazole
Bipolar Disorder,topiramate
Bipolar Disorder,olanzapine
Bipolar Disorder,venlafaxine
Bipolar Disorder,lamotrigine
Bipolar Disorder,lithium
Bipolar Disorder,quetiapine
Bipolar Disorder,gabapentin
Bipolar Disorder,clonazepam
Bipolar Disorder,divalproex sodium
Bipolar Disorder,bupropion
Bipolar Disorder,oxcarbazepine
Bipolar Disorder,risperidone
Bipolar Disorder,sertraline
Bipolar Disorder,aripiprazole
Bipolar Disorder,topiramate
Bipolar Disorder,olanzapine
Bipolar Disorder,venlafaxine
Bipolar Disorder,lamotrigine
Bipolar Disorder,lithium
Bipolar Disorder,quetiapine
Bipolar Disorder,gabapentin
Bipolar Disorder,clonazepam
Bipolar Disorder,divalproex sodium
Bipolar Disorder,bupropion
Bipolar Disorder,oxcarbazepine
Bipolar Disorder,risperidone
Bipolar Disorder,sertraline
Bipolar Disorder,aripiprazole
Bipolar Disorder,topiramate
Bipolar Disorder,olanzapine
Bipolar Disorder,venlafaxine
Bipolar Disorder,lamotrigine
Bipolar Disorder,lithium
Bipolar Disorder,quetiapine
Bipolar Disorder,gabapentin
Bipolar Disorder,clonazepam
Bipolar Disorder,divalproex sodium
Bipolar Disorder,bupropion
Bipolar Disorder,oxcarbazepine
Bipolar Disorder,risperidone
Bipolar Disorder,sertraline
Bipolar Disorder,aripiprazole
Bipolar Disorder,topiramate
Bipolar Disorder,olanzapine
Bipolar Disorder,venlafaxine
Bipolar Disorder,lamotrigine
Bipolar Disorder,lithium
Bipolar Disorder,quetiapine
Bipolar Disorder,gabapentin
Bipolar Disorder,clonazepam
Bipolar Disorder,divalproex sodium
Bipolar Disorder,bupropion
Bipolar Disorder,oxcarbazepine
Bipolar Disorder,risperidone
Bipolar Disorder,sertraline
Bipolar Disorder,aripiprazole
Bipolar Disorder,topiramate
Bipolar Disorder,olanzapine
Bipolar Disorder,venlafaxine
Avian Influenza,oseltamivir
Avian Influenza,"influenza virus vaccine, h5n1"
Hemangioma,propranolol
Acne,doxycycline
Acne,spironolactone
Acne,minocycline
Acne,clindamycin
Acne,tretinoin
Acne,isotretinoin
Acne,benzoyl peroxide
Acne,adapalene
Acne,tetracycline
Acne,cephalexin
Acne,sulfamethoxazole AND trimethoprim
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid AND potassium citrate
Urinary Tract Stones,citric acid AND sodium citrate
Overactive Bladder,darifenacin
Overactive Bladder,onabotulinumtoxinA
Bladder Infection,ciprofloxacin
Bladder Infection,nitrofurantoin
Bladder Infection,cephalexin
Bladder Infection,amoxicillin
Bladder Infection,levofloxacin
Bladder Infection,trimethoprim
Bladder Infection,cefuroxime
Bladder Infection,methenamine
Bladder Infection,cefpodoxime
Bladder Infection,fosfomycin
Overactive Bladder,darifenacin
Overactive Bladder,onabotulinumtoxinA
Interstitial Cystitis,phenazopyridine
Interstitial Cystitis,amitriptyline
Interstitial Cystitis,hydroxyzine
Interstitial Cystitis,pentosan polysulfate sodium
Interstitial Cystitis,trospium
Interstitial Cystitis,imipramine
Interstitial Cystitis,dimethyl sulfoxide
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid AND potassium citrate
Urinary Tract Stones,citric acid AND sodium citrate
Urinary Incontinence,oxybutynin
Urinary Incontinence,tolterodine
Urinary Incontinence,amitriptyline
Urinary Incontinence,mirabegron
Urinary Incontinence,solifenacin
Urinary Incontinence,hyoscyamine
Urinary Incontinence,trospium
Urinary Incontinence,duloxetine
Urinary Incontinence,fesoterodine
Urinary Incontinence,darifenacin
Bleeding Disorder,tranexamic acid
Bleeding Disorder,goserelin
Bleeding Disorder,"dextran, high molecular weight"
Abnormal Uterine Bleeding,medroxyprogesterone
Abnormal Uterine Bleeding,norethindrone
Abnormal Uterine Bleeding,megestrol
Abnormal Uterine Bleeding,levonorgestrel
Abnormal Uterine Bleeding,ethinyl estradiol AND levonorgestrel
Abnormal Uterine Bleeding,ethinyl estradiol AND norgestimate
Abnormal Uterine Bleeding,ethinyl estradiol AND norethindrone
Abnormal Uterine Bleeding,desogestrel AND ethinyl estradiol
Abdominal Distension,bethanechol
Abdominal Distension,pamabrom
Nasal Congestion,phenylephrine
Nasal Congestion,phenylephrine
Deep Vein Thrombosis,enoxaparin
Deep Vein Thrombosis,rivaroxaban
Deep Vein Thrombosis,heparin
Deep Vein Thrombosis,apixaban
Deep Vein Thrombosis,dabigatran
Deep Vein Thrombosis,fondaparinux
Deep Vein Thrombosis,edoxaban
Deep Vein Thrombosis,urokinase
Burning Mouth Syndrome ,clonazepam
Burning Mouth Syndrome ,gabapentin
Burning Mouth Syndrome ,lidocaine
Burning Mouth Syndrome ,amitriptyline
Burning Mouth Syndrome ,nortriptyline
Burning Mouth Syndrome ,capsaicin
Burning Mouth Syndrome ,chlordiazepoxide
Lice,permethrin
Lice,lindane
Lice,piperonyl butoxide AND pyrethrins
Lice,spinosad
Tinea Corporis,betamethasone AND clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Osteosarcoma,methotrexate
Osteosarcoma,doxorubicin
Osteosarcoma,cyclophosphamide
Osteosarcoma,dactinomycin
Osteosarcoma,methotrexate
Osteosarcoma,doxorubicin
Osteosarcoma,cyclophosphamide
Osteosarcoma,dactinomycin
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
Borderline Personality Disorder,carbamazepine
Borderline Personality Disorder,asenapine
Borderline Personality Disorder,paliperidone
Fecal Incontinence,dextranomer AND sodium hyaluronate
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
Borderline Personality Disorder,carbamazepine
Borderline Personality Disorder,asenapine
Borderline Personality Disorder,paliperidone
Benign Prostatic Hyperplasia,tamsulosin
Benign Prostatic Hyperplasia,finasteride
Benign Prostatic Hyperplasia,doxazosin
Benign Prostatic Hyperplasia,terazosin
Benign Prostatic Hyperplasia,alfuzosin
Benign Prostatic Hyperplasia,tadalafil
Benign Prostatic Hyperplasia,dutasteride
Benign Prostatic Hyperplasia,prazosin
Benign Prostatic Hyperplasia,silodosin
Benign Prostatic Hyperplasia,dutasteride AND tamsulosin
Vertigo,meclizine
Vertigo,promethazine
Bradyarrhythmia,atropine
Bradyarrhythmia,atropine
CNS Infection,cefotaxime
Brain Tumor,lomustine
Brain Tumor,everolimus
Brain Tumor,methotrexate
Brain Tumor,carmustine
Brain Tumor,cyclophosphamide
Brain Tumor,cisplatin
Head Injury,amantadine
Head Injury,risperidone
Brain Tumor,lomustine
Brain Tumor,everolimus
Brain Tumor,methotrexate
Brain Tumor,carmustine
Brain Tumor,cyclophosphamide
Brain Tumor,cisplatin
Brain Tumor,lomustine
Brain Tumor,everolimus
Brain Tumor,methotrexate
Brain Tumor,carmustine
Brain Tumor,cyclophosphamide
Brain Tumor,cisplatin
Acne,doxycycline
Acne,spironolactone
Acne,minocycline
Acne,clindamycin
Acne,tretinoin
