disease,drug
Edema,hydrochlorothiazide AND spironolactone
Edema,triamterene
Edema,chlorthalidone
Edema,pamabrom
Edema,acetazolamide
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Ankylosing Spondylitis,diclofenac
Ankylosing Spondylitis,prednisone
Ankylosing Spondylitis,naproxen
Ankylosing Spondylitis,indomethacin
Ankylosing Spondylitis,celecoxib
Ankylosing Spondylitis,adalimumab
Ankylosing Spondylitis,aspirin
Ankylosing Spondylitis,etanercept
Ankylosing Spondylitis,sulindac
Ankylosing Spondylitis,infliximab
Anorexia,cyproheptadine
Anorexia,megestrol
Anorexia,dronabinol
Anorexia,olanzapine
Anorexia Nervosa,olanzapine
Anorexia Nervosa,cyproheptadine
AIDS Related Wasting,dronabinol
AIDS Related Wasting,megestrol
AIDS Related Wasting,somatropin
AnorexiaANDFeeding Problems,fluvoxamine
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Anthrax Prophylaxis,amoxicillin
Anthrax Prophylaxis,levofloxacin
Anthrax Prophylaxis,ciprofloxacin
Anthrax Prophylaxis,doxycycline
Anthrax Prophylaxis,moxifloxacin
Anthrax Prophylaxis,anthrax vaccine adsorbed
Anthrax Prophylaxis,ofloxacin
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Anti NMDA Receptor Encephalitis,immune globulin intravenous
Ethylene Glycol Poisoning,fomepizole
Pseudomembranous Colitis,metronidazole
Pseudomembranous Colitis,vancomycin
Anticholinergic Syndrome,physostigmine
Anticholinesterase Overdose,pralidoxime
Anticholinesterase Poisoning,atropine
Anticoagulation During Pregnancy,heparin
SSRI Induced Sexual Dysfunction,buspirone
SSRI Induced Sexual Dysfunction,sildenafil
SSRI Induced Sexual Dysfunction,bupropion
SSRI Induced Sexual Dysfunction,dextroamphetamine
SSRI Induced Sexual Dysfunction,cyproheptadine
SSRI Induced Sexual Dysfunction,amantadine
Antiphospholipid Syndrome,warfarin
Antiphospholipid Syndrome,aspirin
Antiphospholipid Syndrome,heparin
Antiphospholipid Syndrome,warfarin
Antiphospholipid Syndrome,aspirin
Antiphospholipid Syndrome,heparin
Antithrombin III Deficiency,antithrombin iii
Antithrombin III Deficiency,antithrombin 
Anxiety,clonazepam
Anxiety,alprazolam
Anxiety,lorazepam
Anxiety,buspirone
Anxiety,hydroxyzine
Anxiety,diazepam
Anxiety,escitalopram
Anxiety,gabapentin
Anxiety,propranolol
Anxiety,trazodone
Anxiety,bupropion
Anxiety,clonidine
Anxiety,venlafaxine
Anxiety,duloxetine
Anxiety,paroxetine
Anxiety,mirtazapine
Anxiety and Stress,sertraline
Anxiety and Stress,citalopram
Anxiety and Stress,fluoxetine
Anxiety and Stress,amitriptyline
Anxiety and Stress,venlafaxine
Anxiety and Stress,paroxetine
Anxiety and Stress,prazosin
Anxiety and Stress,fluvoxamine
Generalized Anxiety Disorder,escitalopram
Generalized Anxiety Disorder,quetiapine
Generalized Anxiety Disorder,sertraline
Generalized Anxiety Disorder,citalopram
Generalized Anxiety Disorder,pregabalin
Generalized Anxiety Disorder,venlafaxine
Generalized Anxiety Disorder,duloxetine
Generalized Anxiety Disorder,paroxetine
Anxiety,clonazepam
Anxiety,alprazolam
Anxiety,lorazepam
Anxiety,buspirone
Anxiety,hydroxyzine
Anxiety,diazepam
Anxiety,escitalopram
Anxiety,gabapentin
Anxiety,propranolol
Anxiety,trazodone
Anxiety,bupropion
Anxiety,clonidine
Anxiety,venlafaxine
Anxiety,duloxetine
Anxiety,paroxetine
Anxiety,mirtazapine
Aortic Aneurysm,metoprolol
Aortic Stenosis,propranolol
Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
Aortic Stenosis,propranolol
Aortography,iodixanol
Aortography,iohexol
Auditory Processing Disorder,dexmethylphenidate
Recurrent Aphthous Stomatitis,colchicine
Recurrent Aphthous Stomatitis,hydrocortisone
Aphthous Ulcer,triamcinolone
Aphthous Ulcer,dexamethasone
Aphthous Ulcer,benzocaine
Aplastic Anemia,filgrastim
Aplastic Anemia,sargramostim
Aplastic Anemia,"lymphocyte immune globulin, anti-thy "
Aplastic Anemia,eltrombopag
Apnea of Prematurity,theophylline
Apnea of Prematurity,caffeine
Appendectomy,piperacillin AND tazobactam
Appendicitis,piperacillin AND tazobactam
Antiphospholipid Syndrome,warfarin
Antiphospholipid Syndrome,aspirin
Antiphospholipid Syndrome,heparin
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Respiratory Distress Syndrome,beractant
Respiratory Distress Syndrome,poractant
Respiratory Distress Syndrome,calfactant
Occipital Neuralgia,gabapentin
Occipital Neuralgia,carbamazepine
Occipital Neuralgia,citalopram
Occipital Neuralgia,pregabalin
Arrhythmia,amiodarone
Arrhythmia,verapamil
Arrhythmia,propranolol
Arrhythmia,dofetilide
Arrhythmia,lidocaine
Arrhythmia,mexiletine
Arrhythmia,disopyramide
Arrhythmia,phenytoin
Arrhythmia,quinidine
Arrhythmia,procainamide
Arsenic Poisoning,dimercaprol
Atherosclerosis,rosuvastatin
Arteriosclerotic Dementia,ergoloid mesylates
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine AND atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Rheumatoid Arthritis,methotrexate
Rheumatoid Arthritis,prednisone
Rheumatoid Arthritis,meloxicam
Rheumatoid Arthritis,hydroxychloroquine
Rheumatoid Arthritis,sulfasalazine
Rheumatoid Arthritis,leflunomide
Rheumatoid Arthritis,diclofenac
Rheumatoid Arthritis,naproxen
Rheumatoid Arthritis,celecoxib
Rheumatoid Arthritis,acetaminophen AND hydrocodone
Rheumatoid Arthritis,ibuprofen
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Reiter's Syndrome,adalimumab
Rheumatoid Arthritis,methotrexate
Rheumatoid Arthritis,prednisone
Rheumatoid Arthritis,meloxicam
Rheumatoid Arthritis,hydroxychloroquine
Rheumatoid Arthritis,sulfasalazine
Rheumatoid Arthritis,leflunomide
Rheumatoid Arthritis,diclofenac
Rheumatoid Arthritis,naproxen
Rheumatoid Arthritis,celecoxib
Rheumatoid Arthritis,acetaminophen AND hydrocodone
Rheumatoid Arthritis,ibuprofen
Arthrography,iohexol
Pulmonary Fibrosis,mycophenolate mofetil
Pulmonary Fibrosis,infliximab
Ascariasis,albendazole
Ascariasis,mebendazole
Ascariasis,pyrantel
Ascariasis,ivermectin
Ascariasis,nitazoxanide
Ascariasis,albendazole
Ascariasis,mebendazole
Ascariasis,pyrantel
Ascariasis,ivermectin
Ascariasis,nitazoxanide
Ascariasis,albendazole
Ascariasis,mebendazole
Ascariasis,pyrantel
Ascariasis,ivermectin
Ascariasis,nitazoxanide
Ascites,furosemide
Ascites,hydrochlorothiazide AND spironolactone
Ascites,torsemide
Ascites,amiloride
Ascites,bumetanide
Ascites,triamterene
Ascites,ethacrynic acid
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
Asperger Syndrome,risperidone
Asperger Syndrome,olanzapine
Asperger Syndrome,lisdexamfetamine
Aspergilloma Aspergillosis,itraconazole
Aspergilloma Aspergillosis,amphotericin b
Aspergilloma Aspergillosis,amphotericin b lipid complex
Invasive Aspergillosis,voriconazole
Invasive Aspergillosis,posaconazole
Invasive Aspergillosis,itraconazole
Invasive Aspergillosis,amphotericin b
Invasive Aspergillosis,caspofungin
Invasive Aspergillosis,amphotericin b liposomal
Invasive Aspergillosis,isavuconazonium
Invasive Aspergillosis,amphotericin b lipid complex
Invasive Aspergillosis,voriconazole
Invasive Aspergillosis,posaconazole
Invasive Aspergillosis,itraconazole
Invasive Aspergillosis,amphotericin b
Invasive Aspergillosis,caspofungin
Invasive Aspergillosis,amphotericin b liposomal
Invasive Aspergillosis,isavuconazonium
Invasive Aspergillosis,amphotericin b lipid complex
Aspiration Pneumonia,prednisone
Aspiration Pneumonia,clindamycin
Aspiration Pneumonia,amoxicillin AND clavulanate
Aspiration Pneumonia,metronidazole
Aspiration Pneumonia,dexamethasone
Aspiration Pneumonia,lansoprazole
Aspiration Pneumonia,piperacillin AND tazobactam
Aspiration Pneumonia,ampicillin AND sulbactam
Aspiration Pneumonia,cefoxitin
Aspiration Pneumonia,cilastatin AND imipenem
Aspiration Pneumonia,prednisone
Aspiration Pneumonia,clindamycin
Aspiration Pneumonia,amoxicillin AND clavulanate
Aspiration Pneumonia,metronidazole
Aspiration Pneumonia,dexamethasone
Aspiration Pneumonia,lansoprazole
Aspiration Pneumonia,piperacillin AND tazobactam
Aspiration Pneumonia,ampicillin AND sulbactam
Aspiration Pneumonia,cefoxitin
Aspiration Pneumonia,cilastatin AND imipenem
Aspiration Pneumonia,prednisone
Aspiration Pneumonia,clindamycin
Aspiration Pneumonia,amoxicillin AND clavulanate
Aspiration Pneumonia,metronidazole
Aspiration Pneumonia,dexamethasone
Aspiration Pneumonia,lansoprazole
Aspiration Pneumonia,piperacillin AND tazobactam
Aspiration Pneumonia,ampicillin AND sulbactam
Aspiration Pneumonia,cefoxitin
Aspiration Pneumonia,cilastatin AND imipenem
Asthma,montelukast
Asthma,prednisone
Asthma,ipratropium
Asthma,flunisolide
Asthma,methylprednisolone
Asthma,dexamethasone
Asthma,formoterol AND mometasone
Asthma,triamcinolone
Asthma,fluticasone AND vilanterol
Asthma,levalbuterol
Asthma,ciclesonide
acute Asthma,albuterol
acute Asthma,prednisolone
acute Asthma,methylprednisolone
acute Asthma,epinephrine
acute Asthma,hydrocortisone
acute Asthma,theophylline
acute Asthma,dexamethasone
acute Asthma,levalbuterol
acute Asthma,terbutaline
acute Asthma,albuterol
acute Asthma,prednisolone
acute Asthma,methylprednisolone
acute Asthma,epinephrine
acute Asthma,hydrocortisone
acute Asthma,theophylline
acute Asthma,dexamethasone
acute Asthma,levalbuterol
acute Asthma,terbutaline
Allergic Asthma,terbutaline
Allergic Asthma,salmeterol
Maintenance Asthma,albuterol
Maintenance Asthma,montelukast
Maintenance Asthma,fluticasone
Maintenance Asthma,fluticasone AND salmeterol
Maintenance Asthma,budesonide
Maintenance Asthma,budesonide AND formoterol
Maintenance Asthma,theophylline
Maintenance Asthma,beclomethasone
Maintenance Asthma,albuterol
Maintenance Asthma,montelukast
Maintenance Asthma,fluticasone
Maintenance Asthma,fluticasone AND salmeterol
Maintenance Asthma,budesonide
Maintenance Asthma,budesonide AND formoterol
Maintenance Asthma,theophylline
Maintenance Asthma,beclomethasone
Asystole,epinephrine
Asystole,vasopressin
Asystole,sodium bicarbonate
Asystole,calcium chloride
Atherosclerosis,rosuvastatin
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone AND clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Atopic Dermatitis,triamcinolone
Atopic Dermatitis,clobetasol
Atopic Dermatitis,betamethasone
Atopic Dermatitis,fluocinonide
Atopic Dermatitis,hydrocortisone
Atopic Dermatitis,tacrolimus
Atopic Dermatitis,prednisone
Atopic Dermatitis,mometasone
Atopic Dermatitis,desonide
Atopic Dermatitis,fluocinolone
Atopic Dermatitis,desoximetasone
Atopic Dermatitis,fluticasone
Atopic Dermatitis,methylprednisolone
Atopic Dermatitis,dexamethasone
Atopic Dermatitis,azathioprine
Eczema,triamcinolone
Eczema,mometasone
Eczema,hydrocortisone
Eczema,clobetasol
Eczema,desonide
Eczema,prednisone
Eczema,fluocinonide
Eczema,ranitidine
Eczema,desoximetasone
Eczema,methotrexate
Eczema,halobetasol
Eczema,pimecrolimus
Eczema,dexamethasone
Eczema,fluocinolone
Eczema,alclometasone
Eczema,azathioprine
Atrial Fibrillation,digoxin
Atrial Fibrillation,metoprolol
Atrial Fibrillation,diltiazem
Atrial Fibrillation,flecainide
Atrial Fibrillation,sotalol
Atrial Fibrillation,carvedilol
Atrial Fibrillation,propafenone
Atrial Fibrillation,rivaroxaban
Atrial Fibrillation,dronedarone
Atrial Fibrillation,clonidine
Atrial Fibrillation,propranolol
Atrial Flutter,diltiazem
Atrial Flutter,flecainide
Atrial Flutter,sotalol
Atrial Flutter,propafenone
Atrial Flutter,dronedarone
Atrial Flutter,esmolol
Atrial Flutter,ibutilide
Atrial Tachycardia,verapamil
Atrial Tachycardia,adenosine
Atrophic Urethritis,estradiol
Atrophic Urethritis,estradiol
Atrophic Urethritis,conjugated estrogens
Atrophic Urethritis,conjugated estrogens
Atrophic Urethritis,estradiol AND norethindrone
Atrophic Vaginitis,estradiol
Atrophic Vaginitis,estradiol
Atrophic Vaginitis,conjugated estrogens
Atrophic Vaginitis,conjugated estrogens
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
Alcoholism,gabapentin enacarbil
Auditory Processing Disorder,dexmethylphenidate
Auditory Processing Disorder,dexmethylphenidate
Auditory Processing Disorder,dexmethylphenidate
Autism,risperidone
Autism,aripiprazole
Autism,venlafaxine
Autism,ziprasidone
Autism,memantine
Autism,paliperidone
Autism,bumetanide
Autism,risperidone
Autism,aripiprazole
Autism,venlafaxine
Autism,ziprasidone
Autism,memantine
Autism,paliperidone
Autism,bumetanide
Autism,risperidone
Autism,aripiprazole
Autism,venlafaxine
Autism,ziprasidone
Autism,memantine
Autism,paliperidone
Autism,bumetanide
Autoimmune Hemolytic Anemia,prednisone
Autoimmune Hepatitis,azathioprine
Autoimmune Hepatitis,budesonide
Autoimmune Hepatitis,mercaptopurine
Autoimmune Hepatitis,mycophenolate mofetil
Autoimmune Neutropenia,immune globulin intravenous
Polycystic Kidney Disease,enalapril
Polycystic Kidney Disease,lisinopril
Polycystic Kidney Disease,captopril
AV Heart Block,atropine
AV Heart Block,epinephrine
AV Heart Block,isoproterenol
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
Avian Influenza,oseltamivir
Avian Influenza,"influenza virus vaccine, h5n1"
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
B Cell Lymphoma,tisagenlecleucel
B Cell Lymphoma,tisagenlecleucel
B12 Nutritional Deficiency,cyanocobalamin
Babesiosis,clindamycin
Babesiosis,atovaquone
Babesiosis,azithromycin
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Bacteremia,ceftriaxone
Bacteremia,ciprofloxacin
Bacteremia,clindamycin
Bacteremia,cefotaxime
Bacteremia,metronidazole
Bacteremia,vancomycin
Bacteremia,amikacin
Bacteremia,cefepime
Bacteremia,ceftazidime
Bacteremia,piperacillin AND tazobactam
Bacteremia,cilastatin AND imipenem
Bacteremia,gentamicin
Bacteremia,linezolid
Bacterial Conjunctivitis,erythromycin
Bacterial Conjunctivitis,tobramycin
Bacterial Conjunctivitis,ciprofloxacin
Bacterial Conjunctivitis,gentamicin
Bacterial Conjunctivitis,polymyxin b AND trimethoprim
Bacterial Conjunctivitis,ofloxacin
Bacterial Conjunctivitis,moxifloxacin
Bacterial Conjunctivitis,dexamethasone AND tobramycin
Bacterial Conjunctivitis,azithromycin
Bacterial Conjunctivitis,bacitracin
Bacterial Conjunctivitis,dexamethasone AND neomycin AND polymyxin b
Campylobacter Gastroenteritis,erythromycin
Campylobacter Gastroenteritis,ofloxacin
Campylobacter Gastroenteritis,minocycline
Bacterial Endocarditis Prevention ,amoxicillin
Bacterial Endocarditis Prevention ,cephalexin
Bacterial Endocarditis Prevention ,clarithromycin
Bacterial Endocarditis Prevention ,clindamycin
Bacterial Endocarditis Prevention ,azithromycin
Bacterial Endocarditis Prevention ,erythromycin
Bacterial Endocarditis Prevention ,ceftriaxone
Bacterial Endocarditis Prevention ,vancomycin
Bacterial Endocarditis Prevention ,cefadroxil
Bacterial Endocarditis Prevention ,cefazolin
Bacterial Endocarditis Prevention ,ampicillin
Bacterial Endocarditis Prevention ,gentamicin
Bacterial Endocarditis Prevention ,amoxicillin
Bacterial Endocarditis Prevention ,cephalexin
Bacterial Endocarditis Prevention ,clarithromycin
Bacterial Endocarditis Prevention ,clindamycin
Bacterial Endocarditis Prevention ,azithromycin
Bacterial Endocarditis Prevention ,erythromycin
Bacterial Endocarditis Prevention ,ceftriaxone
Bacterial Endocarditis Prevention ,vancomycin
Bacterial Endocarditis Prevention ,cefadroxil
Bacterial Endocarditis Prevention ,cefazolin
Bacterial Endocarditis Prevention ,ampicillin
Bacterial Endocarditis Prevention ,gentamicin
Bacterial Conjunctivitis,erythromycin
Bacterial Conjunctivitis,tobramycin
Bacterial Conjunctivitis,ciprofloxacin
Bacterial Conjunctivitis,gentamicin
Bacterial Conjunctivitis,polymyxin b AND trimethoprim
Bacterial Conjunctivitis,ofloxacin
Bacterial Conjunctivitis,moxifloxacin
Bacterial Conjunctivitis,dexamethasone AND tobramycin
Bacterial Conjunctivitis,azithromycin
Bacterial Conjunctivitis,bacitracin
Bacterial Conjunctivitis,dexamethasone AND neomycin AND polymyxin b
Bacterial Infection,amoxicillin
Bacterial Infection,ciprofloxacin
Bacterial Infection,clindamycin
Bacterial Infection,doxycycline
Bacterial Infection,cephalexin
Bacterial Infection,metronidazole
Bacterial Infection,ceftriaxone
Bacterial Infection,levofloxacin
Bacterial Infection,sulfamethoxazole AND trimethoprim
Bacterial Infection,azithromycin
Bacterial Infection,amoxicillin AND clavulanate
Bacterial Infection,vancomycin
Bacterial Infection,cefuroxime
Bacterial Skin Infection,sulfamethoxazole AND trimethoprim
Bacterial Skin Infection,bacitracin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b
Bacterial Skin Infection,benzalkonium chloride AND lidocaine
Bacterial Skin Infection,bacitracin AND polymyxin b
Bacterial Skin Infection,hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,bacitracin AND hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,fluocinolone AND neomycin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b AND pramoxine
Bacterial Skin Infection,neomycin AND polymyxin b AND pramoxine
Bacterial Vaginitis,metronidazole
Bacterial Vaginitis,clindamycin
Bacterial Vaginitis,metronidazole
Bacterial Vaginitis,clindamycin
Bacterial Vaginitis,acetic acid
